symbol,date,expiry,put_option_type,strike,put_open,put_high,put_low,put_close,put_ltp,put_settle_price,put_no_of_contracts,put_turnover_in_lacs_option,put_premium_turnover_in_lacs,put_open_interest,put_change_in_oi,call_option_type,call_open,call_high,call_low,call_close,call_ltp,call_settle_price,call_no_of_contracts,call_turnover_in_lacs_option,call_premium_turnover_in_lacs,call_open_interest,call_change_in_oi,forward_open,forward_close,open_ul,high_ul,low_ul,close_ul,moneyness_open,moneyness_close,f_minus_k,otm_option_type,open_option,high_option,low_option,close_option,ltp_option,settle_price_option,days_to_expiry,rf_rate,implied_volatility,d1,d2,delta,gamma,theta,vega,rho,vanna,charm,volga
NIFTY,2022-07-01,2022-07-07,PE,15750,205.0,316.5,133.75,152.7,145.3,152.7,243279,1940344.21,24522.08,672400.0,293700.0,CE,155.05,173.0,82.85,152.85,165.6,152.85,617298,4898455.7,37233.95,834800.0,494200.0,15678.1,15750.15,15703.7,15793.95,15511.05,15752.05,-0.004576,1e-05,0.1499999999996362,PE,205.0,316.5,133.75,152.7,145.3,152.7,6,-0.0073381118444725,0.1896219982547093,0.0125476558289349,-0.0117641888142112,-0.4950540539561466,0.0010418991,-12.7291,8.0564,-130.68288676863463,0.000247515,0.1391,-0.0063
NIFTY,2022-07-01,2022-07-14,PE,15750,302.45,387.9,221.0,234.65,227.0,234.65,1543,12375.5,224.37,13800.0,-3600.0,CE,219.95,257.5,156.0,241.95,253.9,241.95,3038,24239.17,314.92,23300.0,12950.0,15648.0,15757.3,15703.7,15793.95,15511.05,15752.05,-0.006497,0.000463,7.299999999999272,PE,302.45,387.9,221.0,234.65,227.0,234.65,13,0.0093561972886097,0.200975314972839,0.0311816072949717,-0.0067470930814651,-0.4873999085246001,0.0006669672,-9.1659,11.8539,-281.8954211619567,0.0001338222,0.0423,-0.0124
NIFTY,2022-07-01,2022-07-21,PE,15750,342.25,410.6,292.0,306.9,298.35,306.9,63,507.39,11.26,1800.0,450.0,CE,274.0,325.65,224.95,311.0,322.1,311.0,84,673.23,11.73,1250.0,300.0,15661.75,15754.1,15703.7,15793.95,15511.05,15752.05,-0.005619,0.00026,4.100000000000364,PE,342.25,410.6,292.0,306.9,298.35,306.9,20,0.0023749331513272,0.2100709701694754,0.0298800725916823,-0.0192938220907966,-0.488017837745073,0.0005146731,-7.723,14.7035,-438.0921443077031,0.0003661946,0.0714,-0.0404
NIFTY,2022-07-01,2022-07-28,PE,15750,429.9,490.95,340.3,351.3,345.25,351.3,1859,15009.59,369.97,47800.0,5050.0,CE,336.95,376.55,257.65,358.5,371.8,358.5,2938,23609.43,472.68,41050.0,11100.0,15660.5,15757.2,15703.7,15793.95,15511.05,15752.05,-0.005699,0.000457,7.200000000000728,PE,429.9,490.95,340.3,351.3,345.25,351.3,27,0.00441904335967,0.2077124904077233,0.0363368364711307,-0.0201566089997419,-0.4853482085269299,0.0004477177,-6.5721,17.0803,-591.7088507149138,0.0003867553,0.0564,-0.0602
NIFTY,2022-07-07,2022-07-14,PE,16150,203.55,225.0,150.15,158.3,154.75,158.3,52999,432783.13,4816.2,348800.0,332550.0,CE,150.45,163.3,113.4,152.45,156.95,152.45,117649,958639.77,8624.1,730100.0,626000.0,16084.4,16144.15,16113.75,16150.5,16045.95,16132.9,-0.00407,-0.000362,-5.850000000000364,CE,150.45,163.3,113.4,152.45,156.95,152.45,7,0.0363482515664505,0.1742745172301781,-0.00294435067145,-0.0270787489893334,0.4984777708365002,0.0010231841,-11.1028,8.913,151.41191181592015,0.0006194413,-0.2633,0.0041
NIFTY,2022-07-07,2022-07-21,PE,16150,259.5,286.0,222.25,229.45,225.0,229.45,290,2377.88,36.13,5250.0,5050.0,CE,224.0,233.55,180.95,223.85,228.0,223.85,963,7880.8,104.58,17100.0,9650.0,16104.0,16144.4,16113.75,16150.5,16045.95,16132.9,-0.002852,-0.000347,-5.600000000000364,CE,224.0,233.55,180.95,223.85,228.0,223.85,14,0.0185778513852106,0.1797782920349051,0.0077545523074699,-0.0274545405412093,0.502735223497909,0.0007013112,-8.0987,12.6045,302.7263672554185,0.0006087857,-0.1333,-0.0149
NIFTY,2022-07-07,2022-07-28,PE,16150,314.6,342.0,271.3,279.15,271.3,279.15,3361,27650.92,510.85,32900.0,16000.0,CE,277.45,289.0,234.95,278.35,285.0,278.35,6904,56682.38,932.58,112550.0,56450.0,16104.75,16149.2,16113.75,16150.5,16045.95,16132.9,-0.002806,-5e-05,-0.7999999999992724,CE,277.45,289.0,234.95,278.35,285.0,278.35,21,0.01755211388887,0.1805725791973011,0.0205126351442457,-0.0228000408299691,0.5076698554392076,0.0005696579,-6.6426,15.4346,455.6776646732693,0.0005031112,-0.07,-0.04
NIFTY,2022-07-07,2022-08-04,PE,16150,488.0,488.0,488.0,488.0,488.0,488.0,1,8.32,0.24,50.0,50.0,CE,334.15,337.6,317.4,328.3,317.4,328.3,8,65.92,1.32,350.0,300.0,16105.85,16150.95,16113.75,16150.5,16045.95,16132.9,-0.002737,5.9e-05,0.9500000000007276,PE,488.0,488.0,488.0,488.0,488.0,488.0,28,0.0145766175579794,0.274100024915066,0.0387335416031479,-0.0371839165012366,-0.484009889957056,0.0003247573,-8.7284,17.8127,-637.1131946408178,0.0005401877,0.1036,-0.0936
NIFTY,2022-07-11,2022-07-14,PE,16200,153.0,173.9,93.45,111.0,119.0,111.0,1704577,13920248.56,113174.86,4638400.0,668050.0,CE,99.0,137.6,73.0,111.6,101.5,111.6,2582402,21044239.81,126783.61,5285750.0,965350.0,16143.75,16200.6,16136.15,16248.55,16115.5,16216.0,-0.003478,3.7e-05,0.6000000000003638,PE,153.0,173.9,93.45,111.0,119.0,111.0,3,-0.1155992181549335,0.1897950177657134,0.0107558088158844,-0.0064509472884208,-0.4961803480567927,0.0014324104,-18.5338,5.8647,-66.98162184454748,0.0001357176,0.0993,-0.0021
NIFTY,2022-07-11,2022-07-21,PE,16200,220.0,245.45,167.05,186.15,193.0,186.15,30765,252369.99,3173.49,295050.0,17700.0,CE,124.4,210.6,124.4,181.85,172.9,181.85,44493,364262.03,3868.73,376050.0,89350.0,16136.0,16195.7,16136.15,16248.55,16115.5,16216.0,-0.003958,-0.000265,-4.299999999999272,CE,124.4,210.6,124.4,181.85,172.9,181.85,10,-0.0457211498863016,0.1718124788013158,0.0048845492846692,-0.0235540545535984,0.502577797509835,0.0008672432,-9.1872,10.7078,218.020529035562,0.0005475955,-0.1947,-0.0072
NIFTY,2022-07-11,2022-07-28,PE,16200,252.0,299.0,218.05,238.05,245.95,238.05,59943,493320.69,7782.39,1124000.0,225950.0,CE,225.2,269.65,202.0,239.7,231.7,239.7,66882,549421.96,7677.76,1444050.0,163250.0,16150.1,16201.65,16136.15,16248.55,16115.5,16216.0,-0.003085,0.000102,1.6499999999996362,PE,252.0,299.0,218.05,238.05,245.95,238.05,17,-0.0190083464594451,0.1711139488483372,0.0212222562996257,-0.0157063946161646,-0.49196953800831,0.0006672277,-7.0187,13.9583,-382.3261950975916,0.0003664273,0.058,-0.0272
NIFTY,2022-07-11,2022-08-04,PE,16200,329.95,341.05,270.0,286.55,293.5,286.55,104,858.41,16.01,2950.0,950.0,CE,286.2,313.4,255.0,291.4,281.85,291.4,168,1384.49,23.69,4300.0,500.0,16139.3,16204.85,16136.15,16248.55,16115.5,16216.0,-0.003754,0.000299,4.850000000000364,PE,329.95,341.05,270.0,286.55,293.5,286.55,24,-0.0104607327292275,0.1742370621821255,0.0290391112589556,-0.0156395064735714,-0.4887527614651805,0.0005511641,-6.0149,16.5817,-539.619601536078,0.0003581856,0.0423,-0.0432
NIFTY,2022-07-12,2022-07-14,PE,16050,75.1,109.8,59.05,97.35,106.5,97.35,877644,7079224.21,36131.11,865700.0,-184950.0,CE,142.8,155.95,83.05,93.55,83.05,93.55,405858,3281484.48,24474.03,797400.0,683450.0,16133.35,16046.2,16126.2,16158.75,16031.15,16058.3,0.00518,-0.000237,-3.799999999999272,CE,142.8,155.95,83.05,93.55,83.05,93.55,2,-0.137566391288438,0.2012347624770228,-0.0084479874780897,-0.0233440529012616,0.4970042756162264,0.0016702372,-23.8385,4.742,43.186190590602,0.0004631218,-0.9188,0.0046
NIFTY,2022-07-12,2022-07-28,PE,16050,206.05,248.95,194.4,238.75,246.0,238.75,2909,23665.52,320.79,39900.0,14450.0,CE,274.45,289.45,218.4,231.95,228.5,231.95,2064,16818.97,255.37,48950.0,20650.0,16148.7,16043.2,16126.2,16158.75,16031.15,16058.3,0.006131,-0.000424,-6.799999999999272,CE,274.45,289.45,218.4,231.95,228.5,231.95,16,-0.0214612261362062,0.1754281948164016,0.0068271302368934,-0.0299021953085949,0.5031967776010067,0.0006776486,-7.3461,13.4126,343.71231059978885,0.0006806317,-0.147,-0.0156
NIFTY,2022-07-15,2022-07-21,PE,16050,161.0,199.0,109.0,117.15,111.0,117.15,319151,2585107.52,23920.74,762450.0,664700.0,CE,97.0,138.6,72.5,124.55,127.35,124.55,802586,6481114.65,40362.0,1106200.0,255700.0,15973.55,16057.4,16010.8,16066.95,15927.3,16049.2,-0.004775,0.000461,7.399999999999636,PE,161.0,199.0,109.0,117.15,111.0,117.15,6,0.0310735701805493,0.147206971355002,0.033859861614758,0.0149861388879066,-0.4862460131685368,0.0013149416,-10.0696,8.2043,-130.27393775714577,-0.0004056959,-0.1665,0.0283
NIFTY,2022-07-18,2022-07-28,PE,16300,241.55,246.55,165.0,172.55,165.0,172.55,42639,351712.63,4204.78,601350.0,325650.0,CE,120.15,181.0,119.45,171.95,181.0,171.95,99038,814478.75,7319.05,1267650.0,231150.0,16158.45,16299.4,16151.4,16287.95,16142.2,16278.5,-0.008722,-3.7e-05,-0.6000000000003638,CE,120.15,181.0,119.45,171.95,181.0,171.95,10,0.0468323682408068,0.1602450346307538,0.0118741523148938,-0.0146497945410465,0.5040897881591303,0.0009215363,-8.623,10.7485,220.3948242606006,0.0003642245,-0.0829,-0.0117
NIFTY,2022-07-18,2022-08-04,PE,16300,290.5,293.8,219.9,224.35,226.0,224.35,1432,11853.16,182.36,24800.0,19500.0,CE,174.5,230.7,170.0,223.65,230.0,223.65,4264,35165.97,414.37,60250.0,19800.0,16183.2,16299.3,16151.4,16287.95,16142.2,16278.5,-0.007191,-4.3e-05,-0.7000000000007276,CE,174.5,230.7,170.0,223.65,230.0,223.65,17,0.0274167252532337,0.1598293940970209,0.0160016023655709,-0.0184916925435573,0.5057372330170276,0.000708592,-6.596,14.0135,373.51155621276905,0.000460914,-0.0652,-0.0259
NIFTY,2022-07-18,2022-08-11,PE,16300,325.0,325.0,258.55,261.75,261.95,261.75,18,149.25,2.55,400.0,300.0,CE,219.3,274.4,213.0,265.85,274.2,265.85,282,2332.58,34.28,7300.0,3950.0,16179.9,16304.1,16151.4,16287.95,16142.2,16278.5,-0.007395,0.000252,4.100000000000364,PE,325.0,325.0,258.55,261.75,261.95,261.75,24,0.0238982409904314,0.1584388348387341,0.0265042140197194,-0.0141233542317899,-0.488659107991442,0.0006011148,-5.5034,16.6468,-541.0781416290889,0.000354937,0.0544,-0.0393
NIFTY,2022-07-19,2022-07-28,PE,16350,233.05,233.05,154.75,160.95,165.0,160.95,18239,150740.92,1637.1,166500.0,113450.0,CE,134.65,165.05,100.05,156.3,148.2,156.3,33572,276886.61,2435.51,302750.0,102750.0,16278.95,16345.35,16187.05,16359.5,16187.05,16340.55,-0.004355,-0.000284,-4.649999999999636,CE,134.65,165.05,100.05,156.3,148.2,156.3,9,0.0119113543189,0.1549262950709848,0.0004715987007021,-0.0238560400228249,0.500041254654422,0.0010029708,-8.8132,10.2365,197.6807792326593,0.0006141235,-0.187,-0.0007
NIFTY,2022-07-19,2022-08-04,PE,16350,273.85,293.4,211.35,216.85,219.45,216.85,352,2917.97,40.37,9350.0,8000.0,CE,169.8,223.25,165.7,217.05,212.6,217.05,1433,11862.08,147.3,16250.0,7350.0,16244.25,16350.2,16187.05,16359.5,16187.05,16340.55,-0.006489,1.2e-05,0.2000000000007276,PE,273.85,293.4,211.35,216.85,219.45,216.85,16,0.0134680685756207,0.1589615226751626,0.0170083922385869,-0.0162733132572318,-0.4929238615044959,0.0007325921,-6.7831,13.6467,-362.79468587655145,0.0004081077,0.0806,-0.0238
NIFTY,2022-07-19,2022-08-11,PE,16350,50.0,290.0,50.0,270.15,270.15,270.15,7,58.1,0.88,350.0,350.0,CE,227.55,273.3,227.55,265.0,261.05,265.0,29,240.85,3.77,1850.0,300.0,16244.85,16344.85,16187.05,16359.5,16187.05,16340.55,-0.006452,-0.000315,-5.149999999999636,CE,227.55,273.3,227.55,265.0,261.05,265.0,23,0.0041755114411002,0.1634928409651457,0.0128443011139174,-0.028196537487279,0.5049911059634304,0.000594515,-5.8172,16.3628,503.41671161467946,0.0006877918,-0.0871,-0.0362
NIFTY,2022-07-20,2022-08-11,PE,16500,244.7,260.0,99.95,250.65,257.3,250.65,1175,9829.01,135.26,24450.0,24350.0,CE,255.95,296.0,246.0,254.45,247.0,254.45,763,6398.96,104.21,19150.0,6600.0,16511.25,16503.8,16562.8,16588.0,16490.95,16520.85,0.000682,0.00023,3.799999999999272,PE,244.7,260.0,99.95,250.65,257.3,250.65,22,-0.0171311444713617,0.1561032112711576,0.0251708555222438,-0.0131536663504651,-0.4904655165023317,0.0006311902,-5.733,16.1759,-502.9980320840677,0.0003363999,0.0352,-0.0343
NIFTY,2022-07-21,2022-07-21,PE,16600,90.0,125.0,0.05,9.15,0.05,16605.25,7006646,58286908.8,131747.0,7065300.0,5674000.0,CE,22.0,29.0,0.3,3.2,5.15,16605.25,17298106,143656656.05,82376.25,7410500.0,-171450.0,16524.95,16594.05,16523.55,16626.95,16483.9,16605.25,-0.004531,-0.000358,-5.950000000000728,CE,22.0,29.0,0.3,3.2,5.15,16605.25,0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIFTY,2022-07-21,2022-07-28,PE,16600,178.9,198.95,131.0,139.6,133.0,139.6,343959,2881698.11,26838.41,2142100.0,1598300.0,CE,96.7,149.9,80.05,135.5,149.75,135.5,556561,4653747.46,34291.16,2946150.0,1448400.0,16518.0,16595.9,16523.55,16626.95,16483.9,16605.25,-0.004952,-0.000247,-4.099999999998545,CE,96.7,149.9,80.05,135.5,149.75,135.5,7,-0.0293686048329113,0.1499096943466247,-0.0015185153682629,-0.0222787523356391,0.4996755550277085,0.0011585667,-9.8178,9.174,156.43687262762677,0.0005932194,-0.2465,0.0021
NIFTY,2022-07-21,2022-08-04,PE,16600,254.7,258.75,195.1,203.95,195.1,203.95,9939,83584.96,1091.26,122350.0,83400.0,CE,153.05,216.0,149.7,198.35,213.55,198.35,19246,161541.68,1799.88,238150.0,68950.0,16510.95,16594.4,16523.55,16626.95,16483.9,16605.25,-0.005379,-0.000337,-5.599999999998545,CE,153.05,216.0,149.7,198.35,213.55,198.35,14,-0.017040842904718,0.1550126332693279,0.0040654505488035,-0.0262933549316621,0.5019498535985523,0.0007923993,-7.1779,12.9739,311.88190623684767,0.0006771256,-0.1454,-0.0089
NIFTY,2022-07-21,2022-08-11,PE,16600,308.4,308.4,248.8,256.85,248.8,256.85,365,3078.42,48.92,18500.0,11650.0,CE,204.85,263.4,202.6,251.45,260.6,251.45,779,6561.01,95.31,18150.0,10300.0,16496.7,16594.6,16523.55,16626.95,16483.9,16605.25,-0.006242,-0.000325,-5.400000000001455,CE,204.85,263.4,202.6,251.45,260.6,251.45,21,-0.0111510834661299,0.1599241198044185,0.0106983112064239,-0.0276615638772777,0.5045915538223108,0.0006270756,-6.0462,15.8889,467.29576522027605,0.000690441,-0.1016,-0.0294
NIFTY,2022-07-25,2022-08-18,PE,16650,292.0,315.05,277.95,277.95,277.95,277.95,4,33.89,0.59,100.0,100.0,CE,310.05,310.05,255.1,278.8,269.35,278.8,48,406.42,6.82,1150.0,1050.0,16668.05,16650.85,16662.55,16706.05,16564.25,16631.0,0.001083,5.1e-05,0.8499999999985448,PE,292.0,315.05,277.95,277.95,277.95,277.95,24,0.0181411461479458,0.1636382439750649,0.0221970165834494,-0.0197638065469462,-0.4905598888948521,0.0005701703,-5.8055,17.0091,-555.3658757142164,0.0004811393,0.0688,-0.0456
NIFTY,2022-07-26,2022-07-28,PE,16500,55.55,98.15,50.0,90.05,97.0,90.05,3352113,27785367.94,130435.69,5032500.0,-949500.0,CE,190.05,190.15,75.0,83.1,76.0,83.1,1985809,16488036.2,105111.95,5045550.0,2798500.0,16628.3,16493.05,16632.9,16636.1,16463.3,16483.85,0.007746,-0.000421,-6.950000000000728,CE,190.05,190.15,75.0,83.1,76.0,83.1,2,0.1018288585985862,0.1777244968322191,-0.0254461880243744,-0.0386019455064611,0.489576291833479,0.0018370049,-21.6335,4.8663,43.789061439534215,0.0008657431,-1.3542,0.0269
NIFTY,2022-07-26,2022-08-11,PE,16500,202.1,255.95,199.9,248.05,253.6,248.05,6286,52592.02,732.52,65550.0,27250.0,CE,310.35,310.35,231.0,239.8,232.0,239.8,4467,37433.83,581.08,58800.0,37350.0,16595.95,16491.75,16632.9,16636.1,16463.3,16483.85,0.005798,-0.0005,-8.25,CE,310.35,310.35,231.0,239.8,232.0,239.8,16,0.0109304305879426,0.1771112101512806,0.005053736031688,-0.0320279617091451,0.5017756609121856,0.0006520338,-7.624,13.7682,352.2349349219148,0.0007210737,-0.1402,-0.0126
NIFTY,2022-07-26,2022-08-18,PE,16500,242.25,301.55,242.25,295.0,301.0,295.0,302,2533.59,42.09,12400.0,2100.0,CE,342.7,342.7,283.45,291.9,283.45,291.9,240,2016.94,36.94,7150.0,1150.0,16544.85,16496.9,16632.9,16636.1,16463.3,16483.85,0.002714,-0.000188,-3.099999999998545,CE,342.7,342.7,283.45,291.9,283.45,291.9,23,0.0125587099684036,0.1777614209581981,0.0181005168573667,-0.0265220962429832,0.5068194263649759,0.0005414245,-6.3832,16.505,508.4606450188657,0.0005946557,-0.0775,-0.0446
NIFTY,2022-07-27,2022-07-28,PE,16650,199.85,226.8,72.0,78.15,75.05,78.15,416390,3489035.26,22588.51,1125450.0,800250.0,CE,26.85,89.15,13.8,79.7,80.15,79.7,1578612,13180269.18,38324.28,1874750.0,-859000.0,16497.0,16651.55,16475.35,16653.45,16438.75,16641.8,-0.009232,9.3e-05,1.5499999999992724,PE,199.85,226.8,72.0,78.15,75.05,78.15,1,0.2137814369377125,0.2271211962795923,0.0137744705827642,0.0018864038367596,-0.494215407044185,0.0020139496,-39.4825,3.4747,-22.760554986344868,-3.31125e-05,-0.0316,0.0004
NIFTY,2022-07-28,2022-08-25,PE,16950,378.95,391.45,288.05,295.1,298.5,295.1,948,8177.53,143.23,19550.0,15450.0,CE,230.95,302.65,212.0,299.35,297.0,299.35,2133,18385.76,308.59,51000.0,36900.0,16776.95,16954.25,16774.85,16947.65,16746.25,16929.6,-0.010262,0.000251,4.25,PE,378.95,391.45,288.05,295.1,298.5,295.1,28,0.0189665822407602,0.1589182001940178,0.0277036297549387,-0.0163119291965497,-0.4882383747825614,0.0005336134,-5.3142,18.6992,-657.6406233947332,0.0004087363,0.0516,-0.0532
NIFTY,2022-07-29,2022-08-25,PE,17200,349.7,362.0,273.1,281.65,283.0,281.65,37762,330652.46,5899.26,615750.0,560100.0,CE,235.0,295.75,216.65,284.7,290.0,284.7,53697,468722.48,6928.28,753400.0,254850.0,17073.6,17203.05,17079.5,17172.8,17018.15,17158.25,-0.007376,0.000177,3.0499999999992724,PE,349.7,362.0,273.1,281.65,283.0,281.65,27,0.035250701969644,0.1521233307100192,0.0249726804897689,-0.0164016782281141,-0.4887622245760668,0.0005588631,-5.2568,18.6116,-642.8108961800201,0.0004288789,0.0613,-0.0501
NIFTY,2022-08-01,2022-08-04,PE,17350,183.75,230.35,99.4,108.35,110.0,108.35,314762,2751195.0,20634.65,944700.0,894400.0,CE,59.7,112.0,46.0,104.0,95.4,104.0,1041597,9079359.41,43505.43,1957300.0,835900.0,17222.6,17345.65,17243.2,17356.25,17154.8,17340.05,-0.00737,-0.000251,-4.349999999998545,CE,59.7,112.0,46.0,104.0,95.4,104.0,3,0.0392861230566871,0.1692534560274916,-0.0086692890539256,-0.0240137536871902,0.4963811901883921,0.0014983428,-17.6964,6.2713,69.91277395441719,0.000565817,-0.5631,0.0077
NIFTY,2022-08-01,2022-08-11,PE,17350,270.0,285.9,181.7,190.05,194.0,190.05,2617,22965.4,262.93,33000.0,30100.0,CE,127.3,197.5,111.75,188.3,180.0,188.3,15963,139764.86,1285.84,180950.0,64550.0,17232.55,17348.25,17243.2,17356.25,17154.8,17340.05,-0.006792,-0.000101,-1.75,CE,127.3,197.5,111.75,188.3,180.0,188.3,10,0.0172565392697304,0.1652104320242008,0.0099842457430855,-0.0173615795372684,0.5037448538331146,0.0008404974,-9.4625,11.4497,234.2682649148636,0.0004190201,-0.1176,-0.012
